genes,Unnamed: 0,values
SEC31B,922.0,-1.3172869027999998
POLR3B,173.0,-1.3316691279000001
HRH2,436.0,-1.3319638059999996
JMJD1C,187.0,-1.33601786464
PYGM,529.0,-1.3375458999999998
KCNQ3,630.0,-1.3535103873399998
AGAP6,672.0,-1.35838066
SYNPO,995.0,-1.36261506
PPP2R2D,361.0,-1.36711684
FCGR2B,571.0,-1.3811106680000005
PIKFYVE,78.0,-1.3944293399999999
HSD11B2,687.0,-1.406059048
OR5M8,249.0,-1.4088675586000001
KMT2D,899.0,-1.4244072079999999
RPSA,459.0,-1.4250718338000001
PIK3C2A,172.0,-1.43617156
GTF2B,551.0,-1.4376013544
CSNK1A1L,430.0,-1.4399870499999998
SQSTM1,848.0,-1.441176258
LRP5,499.0,-1.46564306
HDAC10,992.0,-1.469919096
BID,203.0,-1.4713571799999998
RFK,319.0,-1.4781318799999998
HSPA2,879.0,-1.478346374
XPA,477.0,-1.503930464
CYP27B1,352.0,-1.5078405719999999
UGT2B4,224.0,-1.5134737800000004
PCYT1A,207.0,-1.53303598
PLK4,742.0,-1.5445096820000004
AKR7A2,239.0,-1.5485161399999998
CD1B,86.0,-1.5507155019999999
OR7D4,976.0,-1.557696059
SLC34A2,318.0,-1.5592126799999997
PML,998.0,-1.5866690399999999
SLC12A5,478.0,-1.5985665726
UQCRFS1,623.0,-1.6090106888000002
PIGV,479.0,-1.6096466539999998
NADK2,895.0,-1.61145894
NDST1,683.0,-1.626248452
SEC61A2,514.0,-1.6344190399999998
OR8K3,311.0,-1.6488128577999999
RPS21,140.0,-1.651458904
LPAR6,215.0,-1.659326248
GUCY2F,494.0,-1.67738494
CHMP4B,353.0,-1.686305012
PRPF38A,126.0,-1.6947288984
MINPP1,360.0,-1.6982764324000001
UBE2R2,919.0,-1.698725642
STX1B,632.0,-1.6992879119999997
KRT27,378.0,-1.7012078599999998
MFSD8,223.0,-1.7113383436
MGAT1,392.0,-1.7191618800000001
MOCS3,259.0,-1.729808822
AACS,743.0,-1.73830795
CPA2,299.0,-1.75101582
PDE6G,147.0,-1.7581833619999998
ST8SIA5,90.0,-1.7761293139999998
RASA2,104.0,-1.783140666
CYP4F2,294.0,-1.795107308
CD274,441.0,-1.820969574
OR4S1,955.0,-1.8339446716
CCDC12,429.0,-1.8551298744
ASS1,870.0,-1.855854528
SLC4A2,450.0,-1.8625398639999997
SMC1B,593.0,-1.8988071520000003
OR9G4,668.0,-1.9309439932
NCBP2,379.0,-1.9339289000000002
MLKL,390.0,-1.95943872
VPS26A,480.0,-1.96297529
GGCX,943.0,-1.969894488
SP1,68.0,-1.9737792199999997
KIF5B,108.0,-1.97639494
HTR3B,420.0,-2.0075276060000005
COL6A6,226.0,-2.012858478
NMU,393.0,-2.031077604
OR11L1,340.0,-2.0312966599999998
HERC4,46.0,-2.0459812719999997
TICAM1,273.0,-2.0566130520000003
BMP10,673.0,-2.0833128239999996
NDST2,151.0,-2.09633066476
RASGRF1,568.0,-2.11917556
GNAO1,738.0,-2.1438342600000007
PRKCD,913.0,-2.152413
VPS35,974.0,-2.1855927139999998
CA6,39.0,-2.201488256
LAMC2,563.0,-2.211500884
CKMT2,182.0,-2.240627758
SLC25A31,260.0,-2.2957141119999998
EEA1,45.0,-2.2973897039999995
ADIPOQ,953.0,-2.297712628
STS,561.0,-2.3095418000000003
CAMKK2,605.0,-2.30979053
OR51E2,741.0,-2.319252417606
NTRK3,131.0,-2.319472516
OCRL,524.0,-2.3500894900000002
OR4C11,982.0,-2.3744235668
DLL3,900.0,-2.374608309
ABCD1,698.0,-2.3912290720000002
PTDSS2,505.0,-2.3967826199999998
MNAT1,691.0,-2.3972554720000003
FLAD1,280.0,-2.408666182
KRT40,512.0,-2.424067194
AIM2,64.0,-2.42777829628
OR4K17,690.0,-2.434102745
PC,717.0,-2.43944273
MYH9,375.0,-2.448785288
NAPRT,197.0,-2.454621072
VMP1,15.0,-2.469913876
RFC5,328.0,-2.480616112
PRKAG1,238.0,-2.4992043120000007
GTF2A1,410.0,-2.5394364
MARS2,490.0,-2.543325832
TSHR,969.0,-2.547735683
SULT2A1,184.0,-2.5746005999999997
LIMD1,595.0,-2.5849505830000004
ST6GALNAC3,228.0,-2.5874925899999996
OR7A5,58.0,-2.5885977814
ACSL5,105.0,-2.59439864
RPL10L,852.0,-2.6358019526000005
ACP1,934.0,-2.63686704
GCDH,847.0,-2.63765992
PRKAG2,150.0,-2.69912164
ETNPPL,914.0,-2.7308654779999997
ESR1,146.0,-2.7604956
ADIPOR1,533.0,-2.7883386740000002
GALNT9,884.0,-2.82933756
PKLR,457.0,-2.8345492599999997
POLR3D,275.0,-2.84790132
EIF4E2,489.0,-2.85488234
GALNTL5,256.0,-2.869020092
NFKBIB,82.0,-2.87126274
TPCN2,471.0,-2.89198264
RBP2,629.0,-2.95228306
COQ5,426.0,-2.9553244
FANCL,902.0,-2.97225875
LDHAL6B,562.0,-2.97526938
EHD2,999.0,-3.001572548
ATP4A,331.0,-3.0451757868
OR52K2,76.0,-3.0486110292
CPEB4,944.0,-3.0718279080000004
DCN,869.0,-3.08130051
SPDYE5,780.0,-3.090302588
ITGB3,996.0,-3.132248756
PTPRF,160.0,-3.17240626
ITGA6,851.0,-3.219037745
KSR1,57.0,-3.224434576
CHRM3,381.0,-3.2494262540000003
NDUFA13,732.0,-3.2495464400000005
ATP2B2,322.0,-3.2546709380000003
CHSY1,25.0,-3.2594060400000004
GABBR2,693.0,-3.26414305
RBBP8,769.0,-3.30510230687
LPAR1,304.0,-3.32260588
B2M,473.0,-3.3316291999999996
TAP1,225.0,-3.349930766999999
HSP90B1,51.0,-3.374042706
STAR,330.0,-3.3853905065999994
DCTN1,32.0,-3.4129891380000004
GZMA,539.0,-3.4624174699999997
ALYREF,641.0,-3.4788745380000003
PIP4K2B,810.0,-3.4870243160000003
OR4C13,559.0,-3.4955575412
GNA12,282.0,-3.574221724
IL33,678.0,-3.5885713499999996
B3GALNT1,773.0,-3.608149376
PPP2R5B,783.0,-3.6279707
MYH7,370.0,-3.6391999999999998
PRKAR2B,412.0,-3.6485859599999997
ATR,12.0,-3.669691398
HEXA,36.0,-3.688427479999999
GRIN2A,170.0,-3.70027338
CSF1,752.0,-3.79852156
DDB1,858.0,-3.830090974
GUCY1A2,212.0,-3.871389532
FGF8,735.0,-3.8764224799999996
RPL8,576.0,-3.8869189061999996
ABCD3,220.0,-3.9754179220000005
CNTN2,867.0,-4.02334362
BMPR1B,510.0,-4.09599441
HPN,394.0,-4.103328234
FIG4,788.0,-4.10405658
WASF2,751.0,-4.17794986
RPS6KA6,790.0,-4.180971992
ACSL1,428.0,-4.1942594272000004
ALDH18A1,656.0,-4.24819188
RPA2,178.0,-4.255130246
CXCL5,341.0,-4.2580483708
NDUFB9,96.0,-4.29244062
ADH4,485.0,-4.35111035
ADCY5,910.0,-4.354663948
PLA2G4D,289.0,-4.387935860000001
CXCR4,762.0,-4.3937133799999994
WNT2B,888.0,-4.40341017
ALOX12,898.0,-4.438641256
SULT2B1,892.0,-4.533634438
LTA4H,139.0,-4.6552219
ADAR,580.0,-4.82345864
TGFBR2,94.0,-4.885581332
CRK,515.0,-5.22791656
ABCD2,647.0,-5.28396348
BAK1,715.0,-5.31148474
PLCZ1,387.0,-5.38026844
GRB2,389.0,-5.666932866
OCLN,947.0,-5.776047032
IL6ST,465.0,-5.905334534
ACACB,948.0,-6.846861628000001
MEF2C,950.0,-6.88111496
CR2,475.0,-7.043424586
GYS2,968.0,-7.376401572000001
CREB3L4,120.0,-7.432763509999999
GSTO2,648.0,-7.468965419999999
ADCY8,384.0,-7.538741079999999
SRD5A3,991.0,-8.038008860000001
BMP4,388.0,-8.12010562
ACAT1,774.0,-8.31547778
SRC,371.0,-13.468005514000001
PIK3CD,241.0,-17.46949542
