genes,Unnamed: 0,values
SOX2,966.0,-0.8533345540000001
MAGI3,928.0,-0.859969786
LIG3,168.0,-0.8628926725999999
TUBB2B,959.0,-0.8766910640000001
GSTT2B,385.0,-0.881003464
DSC2,200.0,-0.8832472688000002
TOP3A,700.0,-0.8873947360000001
EDNRA,275.0,-0.8887013548
ATP7B,149.0,-0.89016884
MTCP1,263.0,-0.8902188762000002
NDUFA1,639.0,-0.8938818040000001
PIAS2,288.0,-0.8947225879999999
FGD1,896.0,-0.8965830234000001
ESPL1,683.0,-0.8966876343999999
RNGTT,166.0,-0.9031950499999999
IFI30,129.0,-0.9184027908000001
ZNF8,579.0,-0.9188529471999999
ANTXR1,91.0,-0.9197823666
MST1,749.0,-0.9243147653399999
RRAGD,497.0,-0.9262811903199999
GLI3,56.0,-0.9287660652000002
COL5A1,144.0,-0.9337646345199999
ZFP69B,352.0,-0.9343363339999999
HOXB1,836.0,-0.9352853119999999
THSD4,110.0,-0.9404635388000001
GABRR2,650.0,-0.962147528
ARHGAP5,408.0,-0.9662968880000001
DYNC1LI2,379.0,-0.9664547219999999
ALDH1L2,134.0,-0.97083142
NTN1,597.0,-0.9732502946903999
ACADS,282.0,-0.97866144
GALNT5,382.0,-0.9862774380000001
SKAP1,281.0,-0.9873035134000002
ZFP92,992.0,-0.993103334
SLC16A2,677.0,-0.9980129528999999
POPDC3,485.0,-1.0068192799999998
GART,553.0,-1.010247966
NMNAT2,307.0,-1.011709138
PRKG1,298.0,-1.0153266676
KLK1,955.0,-1.01905107
CLDN16,808.0,-1.023229414
RPS15,657.0,-1.0244165146
HTR2B,9.0,-1.030315082
BRCA1,943.0,-1.0354708000000001
CRK,568.0,-1.03917598
CYP3A5,595.0,-1.0401636688
CLTCL1,208.0,-1.04039227
DNM3,519.0,-1.04047599
IFNE,494.0,-1.040656206
ZNF354C,531.0,-1.0505064560000001
ADH7,829.0,-1.0540191880000003
ATM,571.0,-1.06125346
UBA52,10.0,-1.068884011
RPS14,394.0,-1.069290286
DIAPH3,178.0,-1.0694030036000002
ALDH1L1,8.0,-1.06996371976
RND1,962.0,-1.071521412
SLC27A6,476.0,-1.073353484778
ZNF623,367.0,-1.081615261
CNOT1,44.0,-1.0838568739999999
COX4I1,259.0,-1.0849233339999997
DES,933.0,-1.0938525304
MALT1,725.0,-1.104556226
NDUFB8,907.0,-1.110054195
COL27A1,237.0,-1.12313518
DEGS2,546.0,-1.1256165299999998
IL20RB,841.0,-1.136703084
WDR7,782.0,-1.1371750219999999
NPRL2,789.0,-1.1401458253999999
RASGRP2,242.0,-1.142836446
ENPEP,162.0,-1.149209404
CSNK2B,31.0,-1.149610112
NCOA3,420.0,-1.1519454470539998
AMT,235.0,-1.152955707
LBP,414.0,-1.1600293888
ABCA4,547.0,-1.1784177296
SEMA3A,323.0,-1.1886609
PHLPP2,343.0,-1.1942549482
PPP2R3A,965.0,-1.203311206
RIF1,403.0,-1.204295178
FANCC,556.0,-1.218481508
PROS1,33.0,-1.228557876
KRIT1,811.0,-1.2349574626000002
IL9R,609.0,-1.2357664339999999
GMDS,606.0,-1.2468652800000002
BLK,453.0,-1.2554410826000002
XCL1,787.0,-1.2569102356
SLC36A4,760.0,-1.262081444
CREB1,280.0,-1.279362124
FKBP5,874.0,-1.2824468076
NRG1,550.0,-1.2846507800000002
SMG1,991.0,-1.29731062
UQCRQ,423.0,-1.298594388
LRRC4,388.0,-1.3006630600000002
ATF6,398.0,-1.320906122
WNT10A,504.0,-1.321275844
POU2F1,734.0,-1.321402486
GABRP,911.0,-1.322755618
NDUFV2,326.0,-1.3231138880000002
XYLT1,362.0,-1.330811256
DYNC2H1,863.0,-1.3364933628000002
UCK2,203.0,-1.3499266712
SIN3A,447.0,-1.356658216
AGPAT5,12.0,-1.361084178
MED1,904.0,-1.3755016543
TSPO,115.0,-1.388499753
ZNF229,340.0,-1.3981770428
GNG2,713.0,-1.420439446
SEMA3D,322.0,-1.4301289271999997
FZD6,806.0,-1.4392277919999998
VAPB,471.0,-1.440674754
NKX6-1,675.0,-1.4471029408
POLD4,415.0,-1.4675151880000001
KRT31,784.0,-1.467764662
WNT8B,591.0,-1.48463066
CSF3,470.0,-1.494527432
ZNF227,889.0,-1.5111941720000002
ZNF98,286.0,-1.5201454104
COL5A2,92.0,-1.526849868
LILRA4,915.0,-1.531948586
AMY2B,334.0,-1.5323747508
ITCH,250.0,-1.5368712279999999
HTR7,986.0,-1.5453328858000002
ZNF582,980.0,-1.5512170588
IL1A,625.0,-1.5687453379999998
NDUFS5,438.0,-1.581312216
MASP2,622.0,-1.582084622
HAP1,861.0,-1.582788886
MTMR14,803.0,-1.586158712
MTOR,79.0,-1.5928954212
POM121,533.0,-1.59297548
NOTCH2,759.0,-1.598987774
AMH,169.0,-1.604153844
KMT2A,374.0,-1.6152851027999997
KRT36,418.0,-1.6194179714
CCNE2,744.0,-1.626003232056
ATP1A4,561.0,-1.6482455259999997
REV3L,737.0,-1.658035994
MAVS,573.0,-1.6588038480000002
DNAH5,661.0,-1.668275938
NUP205,979.0,-1.6743880039999997
SLC6A11,1.0,-1.6768481139999998
PDX1,612.0,-1.6773337259999999
AMOT,347.0,-1.7000660939999999
PNPLA3,386.0,-1.7094081559999998
DNMT1,325.0,-1.719639168
CHSY1,28.0,-1.729454352
OSMR,456.0,-1.7315734939999998
RRM2,588.0,-1.7431881471999997
CXCL2,554.0,-1.7439966649999998
COMP,214.0,-1.7708188
TNNC1,994.0,-1.7900906559999998
ZNF484,983.0,-1.79513848284
MYL5,501.0,-1.828907792
GRIA3,707.0,-1.8736306120000001
PDE3A,405.0,-1.8768598459999999
PAX8,987.0,-1.8947871376000003
RARB,895.0,-1.933294112
GLYCTK,284.0,-1.976908894
CREB3L1,856.0,-2.025617156
ZNF543,312.0,-2.0344317714
ACACA,751.0,-2.037537082
GNG7,627.0,-2.049773928
NDUFV1,151.0,-2.0569966959999997
ZFP1,201.0,-2.0591788026000004
CPB2,107.0,-2.07817512
NDUFA9,401.0,-2.084981058
HSD3B1,728.0,-2.0950029900000002
ALG11,477.0,-2.1072212640000005
OXCT1,938.0,-2.1384578739999998
ZFP37,846.0,-2.1415033194
ITPKA,121.0,-2.1600278260000003
ZNF699,190.0,-2.18993302
SLC18A2,699.0,-2.1939765679999996
ARHGEF4,85.0,-2.2183494460000004
PIK3C2A,211.0,-2.22056352
GFPT2,859.0,-2.3422147680000003
ITPK1,61.0,-2.376280178
PTPRZ1,212.0,-2.3771169580000002
ADCY1,64.0,-2.40184966
DNM1,105.0,-2.4770425819999997
ATP2A3,309.0,-2.49042258
BLNK,626.0,-2.534978464
PLXNC1,714.0,-2.5967306609999996
ANGPT1,887.0,-2.612964576
GNA13,246.0,-2.613425133
ATP6V1A,72.0,-2.618608612
TST,38.0,-2.6315953018
GAB1,377.0,-2.64044073
DOCK1,407.0,-2.6556413
BRCA2,140.0,-2.786077222
CAD,305.0,-2.809903984
EPHA3,289.0,-2.8354803260000003
PRKCD,931.0,-2.90297104
ADCY7,838.0,-2.93982784
PER3,812.0,-3.022433518
ITGB3,998.0,-3.066788264
RPS6,127.0,-3.0842807199999998
WNT11,189.0,-3.263716048
SMAD1,663.0,-3.290208252
CPT1C,272.0,-3.3109169019999998
ACAA1,495.0,-3.352176096
HMMR,238.0,-3.482182094
HHIP,572.0,-3.50532985
MYLK4,558.0,-3.5055387
SYT1,755.0,-3.6344618459999998
RYR1,848.0,-3.8604178252
ITGA11,502.0,-3.9619950159999995
TGFBR1,644.0,-4.001120782
CAMK2B,944.0,-4.02288942
THBS4,231.0,-4.2365178619999995
CD19,618.0,-6.430190742000001
CAMK2D,161.0,-9.905419062
PIK3R2,862.0,-11.507873
